Transaction_ID,Date,Region,City,Sales_Channel,Product_Category,Product_Name,Units_Sold,Selling_Price,Unit_Cost,Revenue,Cost,Profit,Customer_Type
TXN-0743,2024-07-11,West Java,Bekasi,General Trade,Nugget,Belfoods Royal Nugget 500g,28,44000,37000,1232000,1036000,196000,Wholesale
TXN-0744,2024-07-11,Jakarta,Jakarta Selatan,General Trade,Yoghurt,Cimory Yoghurt 500g,21,35500,30000,745500,630000,115500,Retail
TXN-0745,2024-07-11,Sumatera,Banda Aceh,General Trade,Yoghurt,Cimory Yoghurt 500g,29,31500,26000,913500,754000,159500,Retail
TXN-0746,2024-07-12,Yogyakarta,Wonosari,General Trade,Cheese,Prochiz Gold Slices 150g,56,31000,24000,1736000,1344000,392000,Retail
TXN-0747,2024-07-12,East Java,Kediri,Distributor,Milk,Chocolate 1L,114,19000,16500,2166000,1881000,285000,HoReCa
TXN-0748,2024-07-12,Bali,Singaraja,Modern Trade,Milk,Cimory Milk Vanilla 200ml,91,5500,4500,500500,409500,91000,Retail
TXN-0749,2024-07-12,West Java,Bogor,General Trade,Yoghurt,Cimory Mini Yoghurt 60ml,52,6000,5000,312000,260000,52000,Wholesale
TXN-0750,2024-07-12,Sulawesi,Manado,General Trade,Cheese,Kraft Cheddar Cheese 165g,64,29000,22500,1856000,1440000,416000,Retail
TXN-0751,2024-07-13,Jakarta,Jakarta Selatan,Distributor,Nugget,So Good Chicken Nugget 500g,219,44000,36000,9636000,7884000,1752000,Wholesale
TXN-0752,2024-07-13,Banten,Cilegon,General Trade,Milk,Cimory Milk Vanilla 200ml,44,6000,5000,264000,220000,44000,Retail
TXN-0753,2024-07-13,Jakarta,Jakarta Barat,Modern Trade,Milk,Cimory Full Cream 1L,81,22000,20000,1782000,1620000,162000,Retail
TXN-0754,2024-07-13,West Java,Cimahi,Distributor,Yoghurt,Cimory Yoghurt 500g,246,29000,24500,7134000,6027000,1107000,Institution
TXN-0755,2024-07-14,Central Java,Pekalongan,Modern Trade,Milk,Cimory Milk Vanilla 200ml,106,5500,5000,583000,530000,53000,HoReCa
TXN-0756,2024-07-14,East Java,Jember,Modern Trade,Cheese,Prochiz Gold Slices 150g,53,31500,22500,1669500,1192500,477000,Retail
TXN-0757,2024-07-14,Sumatera,Pekanbaru,General Trade,Milk,Premium Whole Milk 1L,36,24000,21000,864000,756000,108000,Retail
TXN-0758,2024-07-14,Central Java,Tegal,General Trade,Yoghurt,Cimory Plain Yoghurt 400g,53,21000,17500,1113000,927500,185500,Wholesale
TXN-0759,2024-07-14,Bali,Ubud,Modern Trade,Cheese,Anchor Cheddar Block 500g,63,66500,52000,4189500,3276000,913500,HoReCa
TXN-0760,2024-07-15,Sulawesi,Makassar,Distributor,Cheese,Anchor Cheddar Block 500g,245,72500,58000,17762500,14210000,3552500,Wholesale
TXN-0761,2024-07-15,Central Java,Tegal,General Trade,Sausage,Kimbo Beef Sausage 375g,33,28500,23000,940500,759000,181500,Retail
TXN-0762,2024-07-15,West Java,Bogor,Distributor,Yoghurt,Cimory Mini Yoghurt 60ml,76,6500,5500,494000,418000,76000,Wholesale
TXN-0763,2024-07-15,Central Java,Tegal,Modern Trade,Sausage,Vida Beef Sausage 200g,102,18500,15000,1887000,1530000,357000,Retail
TXN-0764,2024-07-15,West Java,Bogor,General Trade,Nugget,Fiesta Crispy Nugget 400g,38,41500,35500,1577000,1349000,228000,Retail
TXN-0765,2024-07-16,Central Java,Tegal,Distributor,Sausage,Farmhouse Sausage 250g,73,23500,18000,1715500,1314000,401500,Wholesale
TXN-0766,2024-07-16,Banten,Serang,Modern Trade,Nugget,Belfoods Royal Nugget 500g,45,39000,34000,1755000,1530000,225000,Retail
TXN-0767,2024-07-16,Kalimantan,Pontianak,Modern Trade,Milk,Premium Whole Milk 1L,38,26000,23500,988000,893000,95000,Retail
TXN-0768,2024-07-16,Bali,Kuta,General Trade,Nugget,Champ Chicken Nugget 250g,28,27500,23000,770000,644000,126000,Wholesale
TXN-0769,2024-07-16,Yogyakarta,Yogyakarta,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,27,9500,8000,256500,216000,40500,Wholesale
TXN-0770,2024-07-16,Jakarta,Jakarta Selatan,Modern Trade,Milk,Premium Whole Milk 1L,101,23500,21000,2373500,2121000,252500,Retail
TXN-0771,2024-07-16,Sumatera,Banda Aceh,Distributor,Sausage,So Good Chicken Sausage 375g,184,38500,29500,7084000,5428000,1656000,HoReCa
TXN-0772,2024-07-16,West Java,Bekasi,Distributor,Yoghurt,Cimory Plain Yoghurt 400g,294,20000,16500,5880000,4851000,1029000,HoReCa
TXN-0773,2024-07-16,Banten,Cilegon,Modern Trade,Yoghurt,Cimory Mini Yoghurt 60ml,32,7000,6000,224000,192000,32000,Retail
TXN-0774,2024-07-17,Yogyakarta,Bantul,Modern Trade,Milk,Cimory Full Cream 1L,91,19500,17000,1774500,1547000,227500,Retail
TXN-0775,2024-07-17,Bali,Ubud,Modern Trade,Milk,Cimory Milk Vanilla 200ml,26,5500,5000,143000,130000,13000,Retail
TXN-0776,2024-07-17,Central Java,Semarang,Modern Trade,Milk,Premium Whole Milk 1L,74,22500,20000,1665000,1480000,185000,Retail
TXN-0777,2024-07-17,Central Java,Pekalongan,Modern Trade,Milk,Cimory Full Cream 1L,72,23500,21000,1692000,1512000,180000,Retail
TXN-0778,2024-07-18,Sumatera,Banda Aceh,Modern Trade,Cheese,Prochiz Gold Slices 150g,21,25000,18500,525000,388500,136500,Retail
TXN-0779,2024-07-18,Central Java,Pekalongan,Modern Trade,Sausage,Farmhouse Sausage 250g,103,20000,15500,2060000,1596500,463500,HoReCa
TXN-0780,2024-07-18,Sumatera,Padang,General Trade,Cheese,Kraft Cheddar Cheese 165g,21,31000,22000,651000,462000,189000,Retail
TXN-0781,2024-07-18,East Java,Malang,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,38,12000,10000,456000,380000,76000,Retail
TXN-0782,2024-07-18,Jakarta,Jakarta Utara,General Trade,Cheese,Anchor Cheddar Block 500g,17,66000,50500,1122000,858500,263500,Retail
TXN-0783,2024-07-18,Banten,Cilegon,General Trade,Sausage,Bernardi Beef Sausage 500g,68,48500,38500,3298000,2618000,680000,Retail
TXN-0784,2024-07-19,Sumatera,Padang,Distributor,Yoghurt,Cimory Yoghurt Drink 250ml,254,9000,7500,2286000,1905000,381000,Wholesale
TXN-0785,2024-07-19,Jakarta,Jakarta Pusat,Modern Trade,Yoghurt,Cimory Yoghurt Drink 250ml,87,12000,9500,1044000,826500,217500,HoReCa
TXN-0786,2024-07-19,Central Java,Pekalongan,Distributor,Yoghurt,Cimory Yoghurt Drink 250ml,102,11500,9000,1173000,918000,255000,Institution
TXN-0787,2024-07-19,Bali,Singaraja,Distributor,Sausage,Vida Beef Sausage 200g,290,20500,15500,5945000,4495000,1450000,HoReCa
TXN-0788,2024-07-20,East Java,Blitar,Distributor,Nugget,Fiesta Crispy Nugget 400g,194,40500,35500,7857000,6887000,970000,Wholesale
TXN-0789,2024-07-20,Jakarta,Jakarta Selatan,General Trade,Milk,Premium Whole Milk 1L,14,22500,20000,315000,280000,35000,Wholesale
TXN-0790,2024-07-20,Sulawesi,Palu,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,55,10000,8000,550000,440000,110000,Wholesale
TXN-0791,2024-07-20,Jakarta,Jakarta Barat,Distributor,Milk,Premium Whole Milk 1L,141,26000,23000,3666000,3243000,423000,Wholesale
TXN-0792,2024-07-21,Sumatera,Banda Aceh,Modern Trade,Sausage,So Good Chicken Sausage 375g,31,42000,32000,1302000,992000,310000,Retail
TXN-0793,2024-07-21,Sumatera,Padang,General Trade,Milk,Chocolate 1L,28,20000,17000,560000,476000,84000,Wholesale
TXN-0794,2024-07-21,Jakarta,Jakarta Selatan,Modern Trade,Yoghurt,Cimory Mini Yoghurt 60ml,64,7500,6000,480000,384000,96000,Retail
TXN-0795,2024-07-21,Jakarta,Jakarta Barat,General Trade,Nugget,So Good Chicken Nugget 500g,39,48500,41500,1891500,1618500,273000,Wholesale
TXN-0796,2024-07-21,Banten,Cilegon,Distributor,Milk,Chocolate 1L,104,17500,15000,1820000,1560000,260000,Wholesale
TXN-0797,2024-07-22,Sumatera,Banda Aceh,Modern Trade,Nugget,So Good Chicken Nugget 500g,51,46500,40500,2371500,2065500,306000,Retail
TXN-0798,2024-07-22,East Java,Malang,Modern Trade,Cheese,Kraft Cheddar Cheese 165g,26,32000,22500,832000,585000,247000,Retail
TXN-0799,2024-07-22,East Java,Surabaya,General Trade,Milk,Chocolate 1L,40,20500,18000,820000,720000,100000,Retail
TXN-0800,2024-07-22,West Java,Depok,General Trade,Nugget,Fiesta Crispy Nugget 400g,44,39000,33500,1716000,1474000,242000,Wholesale
TXN-0801,2024-07-22,West Java,Tasikmalaya,Modern Trade,Yoghurt,Cimory Yoghurt Strawberry 100g,35,11000,9000,385000,315000,70000,Retail
TXN-0802,2024-07-22,Sulawesi,Manado,General Trade,Sausage,Farmhouse Sausage 250g,42,28000,21500,1176000,903000,273000,Retail
TXN-0803,2024-07-22,West Java,Cimahi,General Trade,Milk,Premium Whole Milk 1L,59,26500,23500,1563500,1386500,177000,Retail
TXN-0804,2024-07-22,East Java,Surabaya,General Trade,Cheese,Kraft Cheddar Cheese 165g,15,31000,23500,465000,352500,112500,Wholesale
TXN-0805,2024-07-23,Jakarta,Jakarta Utara,General Trade,Cheese,Laughing Cow Creamy 8pcs,47,18500,14000,869500,658000,211500,Retail
TXN-0806,2024-07-23,Bali,Kuta,Distributor,Cheese,Anchor Cheddar Block 500g,206,75500,59000,15553000,12154000,3399000,Institution
TXN-0807,2024-07-23,Sumatera,Padang,Modern Trade,Cheese,Kraft Cheddar Cheese 165g,102,33500,24000,3417000,2448000,969000,HoReCa
TXN-0808,2024-07-23,Bali,Denpasar,General Trade,Yoghurt,Cimory Mini Yoghurt 60ml,50,5500,4500,275000,225000,50000,Retail
TXN-0809,2024-07-23,Jakarta,Jakarta Utara,Distributor,Nugget,So Good Chicken Nugget 500g,142,50000,41500,7100000,5893000,1207000,Wholesale
TXN-0810,2024-07-23,Central Java,Magelang,Modern Trade,Milk,Cimory Chocolate 200ml,92,5000,4500,460000,414000,46000,Retail
TXN-0811,2024-07-24,Jakarta,Jakarta Barat,General Trade,Nugget,Belfoods Royal Nugget 500g,12,39500,34000,474000,408000,66000,Wholesale
TXN-0812,2024-07-24,East Java,Blitar,Modern Trade,Nugget,Contadina Crispy Nugget 250g,22,26500,22500,583000,495000,88000,HoReCa
TXN-0813,2024-07-24,West Java,Cimahi,Modern Trade,Milk,Premium Whole Milk 1L,80,27500,23500,2200000,1880000,320000,HoReCa
TXN-0814,2024-07-24,East Java,Malang,Modern Trade,Cheese,Kiri Cream Cheese 80g,80,24000,19000,1920000,1520000,400000,Retail
TXN-0815,2024-07-24,Bali,Singaraja,General Trade,Milk,Cimory Milk Vanilla 200ml,29,5000,4500,145000,130500,14500,Wholesale
TXN-0816,2024-07-25,Bali,Kuta,Distributor,Milk,Chocolate 1L,144,17500,15500,2520000,2232000,288000,Wholesale
TXN-0817,2024-07-25,Sumatera,Medan,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,35,13000,11000,455000,385000,70000,Wholesale
TXN-0818,2024-07-25,Sulawesi,Manado,General Trade,Sausage,Bernardi Beef Sausage 500g,67,57500,47000,3852500,3149000,703500,Retail
TXN-0819,2024-07-26,Sumatera,Medan,General Trade,Sausage,Bernardi Beef Sausage 500g,28,48500,38000,1358000,1064000,294000,Wholesale
TXN-0820,2024-07-26,East Java,Surabaya,General Trade,Milk,Cimory Chocolate 200ml,66,5500,5000,363000,330000,33000,Wholesale
TXN-0821,2024-07-26,Kalimantan,Pontianak,Modern Trade,Sausage,Vida Beef Sausage 200g,100,18000,14500,1800000,1450000,350000,HoReCa
TXN-0822,2024-07-26,Banten,South Tangerang,Distributor,Milk,Cimory Full Cream 1L,204,19500,17000,3978000,3468000,510000,Institution
TXN-0823,2024-07-26,Kalimantan,Pontianak,General Trade,Nugget,Belfoods Royal Nugget 500g,51,47500,39500,2422500,2014500,408000,Retail
TXN-0824,2024-07-26,East Java,Blitar,General Trade,Cheese,Anchor Cheddar Block 500g,55,71500,52000,3932500,2860000,1072500,Retail
TXN-0825,2024-07-26,Central Java,Tegal,Distributor,Milk,Cimory Full Cream 1L,155,21500,18500,3332500,2867500,465000,Wholesale
TXN-0826,2024-07-26,Central Java,Magelang,General Trade,Sausage,Vida Beef Sausage 200g,45,21000,17000,945000,765000,180000,Retail
TXN-0827,2024-07-27,Kalimantan,Samarinda,General Trade,Sausage,Kimbo Beef Sausage 375g,58,29500,23000,1711000,1334000,377000,Wholesale
TXN-0828,2024-07-27,Central Java,Tegal,General Trade,Yoghurt,Cimory Yoghurt Drink 250ml,44,10500,8500,462000,374000,88000,Retail
TXN-0829,2024-07-27,West Java,Cimahi,General Trade,Cheese,Prochiz Gold Slices 150g,22,31500,22000,693000,484000,209000,Wholesale
TXN-0830,2024-07-28,Central Java,Tegal,General Trade,Cheese,Kraft Cheddar Cheese 165g,20,29000,20500,580000,410000,170000,Retail
TXN-0831,2024-07-28,West Java,Cimahi,General Trade,Nugget,So Good Chicken Nugget 500g,17,48000,40500,816000,688500,127500,Wholesale
TXN-0832,2024-07-29,Central Java,Pekalongan,Modern Trade,Yoghurt,Cimory Yoghurt Drink 250ml,74,9500,7500,703000,555000,148000,HoReCa
TXN-0833,2024-07-29,East Java,Malang,General Trade,Yoghurt,Cimory Mini Yoghurt 60ml,26,5500,4500,143000,117000,26000,Retail
TXN-0834,2024-07-29,Kalimantan,Pontianak,General Trade,Cheese,Kiri Cream Cheese 80g,61,20500,15500,1250500,945500,305000,Wholesale
TXN-0835,2024-07-29,East Java,Malang,General Trade,Sausage,So Good Chicken Sausage 375g,16,39000,31500,624000,504000,120000,Retail
TXN-0836,2024-07-29,East Java,Malang,General Trade,Yoghurt,Cimory Plain Yoghurt 400g,57,22000,18000,1254000,1026000,228000,Wholesale
TXN-0837,2024-07-29,Sumatera,Medan,Modern Trade,Cheese,Anchor Cheddar Block 500g,53,71000,54000,3763000,2862000,901000,HoReCa
TXN-0838,2024-07-30,Jakarta,Jakarta Timur,Modern Trade,Milk,Cimory Chocolate 200ml,62,5500,5000,341000,310000,31000,Retail
TXN-0839,2024-07-30,Bali,Ubud,Modern Trade,Milk,Chocolate 1L,98,17000,15000,1666000,1470000,196000,HoReCa
TXN-0840,2024-07-30,Bali,Ubud,Modern Trade,Nugget,Fiesta Crispy Nugget 400g,44,41500,34500,1826000,1518000,308000,Retail
TXN-0841,2024-07-30,Kalimantan,Pontianak,General Trade,Yoghurt,Cimory Yoghurt Strawberry 100g,64,12000,10000,768000,640000,128000,Retail
TXN-0842,2024-07-30,Jakarta,Jakarta Selatan,Modern Trade,Milk,Chocolate 1L,84,17000,15000,1428000,1260000,168000,Retail
TXN-0843,2024-07-30,Sulawesi,Palu,Modern Trade,Yoghurt,Cimory Yoghurt Drink 250ml,64,12000,10000,768000,640000,128000,HoReCa
TXN-0844,2024-07-31,Sumatera,Medan,Modern Trade,Milk,Cimory Chocolate 200ml,87,5000,4500,435000,391500,43500,HoReCa
TXN-0845,2024-07-31,Jakarta,Jakarta Timur,Modern Trade,Nugget,Contadina Crispy Nugget 250g,36,19000,16000,684000,576000,108000,HoReCa
TXN-0846,2024-07-31,Central Java,Tegal,General Trade,Nugget,Champ Chicken Nugget 250g,50,20000,17000,1000000,850000,150000,Retail
TXN-0847,2024-08-01,Banten,Tangerang,Distributor,Milk,Cimory Full Cream 1L,185,19500,16500,3607500,3052500,555000,Wholesale
TXN-0848,2024-08-01,Sulawesi,Makassar,Modern Trade,Milk,Cimory Chocolate 200ml,78,5500,5000,429000,390000,39000,HoReCa
TXN-0849,2024-08-01,Kalimantan,Balikpapan,Modern Trade,Milk,Premium Whole Milk 1L,18,26000,23000,468000,414000,54000,Retail
TXN-0850,2024-08-01,Sulawesi,Palu,Modern Trade,Milk,Chocolate 1L,41,18000,15500,738000,635500,102500,Retail
TXN-0851,2024-08-02,Central Java,Tegal,Distributor,Milk,Premium Whole Milk 1L,75,26500,23000,1987500,1725000,262500,Wholesale
TXN-0852,2024-08-02,Jakarta,Jakarta Utara,Distributor,Cheese,Laughing Cow Creamy 8pcs,125,19500,15500,2437500,1937500,500000,Wholesale
TXN-0853,2024-08-02,Jakarta,Jakarta Barat,General Trade,Cheese,Prochiz Gold Slices 150g,42,27500,20000,1155000,840000,315000,Retail
TXN-0854,2024-08-03,Jakarta,Jakarta Barat,Modern Trade,Cheese,Laughing Cow Creamy 8pcs,58,24000,17500,1392000,1015000,377000,Retail
TXN-0855,2024-08-03,Kalimantan,Banjarmasin,Modern Trade,Yoghurt,Cimory Yoghurt Strawberry 100g,25,11500,9500,287500,237500,50000,Retail
TXN-0856,2024-08-03,Kalimantan,Balikpapan,General Trade,Milk,Chocolate 1L,10,17000,15000,170000,150000,20000,Retail
TXN-0857,2024-08-03,Jakarta,Jakarta Pusat,General Trade,Sausage,Vida Beef Sausage 200g,33,22500,18000,742500,594000,148500,Wholesale
TXN-0858,2024-08-04,West Java,Tasikmalaya,General Trade,Milk,Chocolate 1L,11,18000,16000,198000,176000,22000,Wholesale
TXN-0859,2024-08-04,East Java,Blitar,General Trade,Sausage,Farmhouse Sausage 250g,22,24500,18500,539000,407000,132000,Wholesale
TXN-0860,2024-08-04,Sumatera,Palembang,Modern Trade,Sausage,So Good Chicken Sausage 375g,22,37000,28000,814000,616000,198000,Retail
TXN-0861,2024-08-04,West Java,Bandung,Modern Trade,Sausage,So Good Chicken Sausage 375g,58,35500,28000,2059000,1624000,435000,Retail
TXN-0862,2024-08-04,Bali,Singaraja,General Trade,Nugget,Fiesta Crispy Nugget 400g,37,39000,32500,1443000,1202500,240500,Retail
TXN-0863,2024-08-04,East Java,Malang,Modern Trade,Milk,Chocolate 1L,27,21000,18000,567000,486000,81000,Retail
TXN-0864,2024-08-05,Jakarta,Jakarta Selatan,General Trade,Yoghurt,Cimory Mini Yoghurt 60ml,16,7000,5500,112000,88000,24000,Retail
TXN-0865,2024-08-05,Jakarta,Jakarta Barat,General Trade,Milk,Premium Whole Milk 1L,27,27500,23500,742500,634500,108000,Retail
TXN-0866,2024-08-05,West Java,Depok,General Trade,Milk,Chocolate 1L,10,20000,17000,200000,170000,30000,Retail
TXN-0867,2024-08-06,Banten,South Tangerang,Distributor,Sausage,So Good Chicken Sausage 375g,164,39000,30500,6396000,5002000,1394000,Wholesale
TXN-0868,2024-08-06,Jakarta,Jakarta Barat,General Trade,Sausage,Farmhouse Sausage 250g,45,29500,22500,1327500,1012500,315000,Retail
TXN-0869,2024-08-06,West Java,Bandung,General Trade,Yoghurt,Cimory Plain Yoghurt 400g,26,18500,15000,481000,390000,91000,Retail
TXN-0870,2024-08-06,Jakarta,Jakarta Utara,General Trade,Yoghurt,Cimory Yoghurt Strawberry 100g,28,8500,7000,238000,196000,42000,Retail
TXN-0871,2024-08-07,Jakarta,Jakarta Timur,Distributor,Yoghurt,Cimory Yoghurt Strawberry 100g,185,10500,8500,1942500,1572500,370000,Wholesale
TXN-0872,2024-08-07,East Java,Jember,Distributor,Sausage,Vida Beef Sausage 200g,213,21500,16500,4579500,3514500,1065000,Institution
TXN-0873,2024-08-07,Sumatera,Banda Aceh,Modern Trade,Sausage,Kimbo Beef Sausage 375g,26,28000,22000,728000,572000,156000,Retail
TXN-0874,2024-08-07,Jakarta,Jakarta Barat,Distributor,Yoghurt,Cimory Plain Yoghurt 400g,254,19500,16000,4953000,4064000,889000,Wholesale
TXN-0875,2024-08-07,Central Java,Solo,Modern Trade,Nugget,Champ Chicken Nugget 250g,37,24500,20500,906500,758500,148000,Retail
TXN-0876,2024-08-07,Central Java,Magelang,Modern Trade,Milk,Chocolate 1L,18,18500,16500,333000,297000,36000,HoReCa
TXN-0877,2024-08-07,Central Java,Solo,Distributor,Nugget,Fiesta Crispy Nugget 400g,61,41500,36500,2531500,2226500,305000,HoReCa
TXN-0878,2024-08-08,Sumatera,Medan,Distributor,Sausage,Kimbo Beef Sausage 375g,71,33000,25000,2343000,1775000,568000,Institution
TXN-0879,2024-08-08,Jakarta,Jakarta Selatan,General Trade,Nugget,Fiesta Crispy Nugget 400g,20,45000,39000,900000,780000,120000,Retail
TXN-0880,2024-08-08,Jakarta,Jakarta Pusat,Modern Trade,Yoghurt,Cimory Yoghurt Strawberry 100g,28,11500,9500,322000,266000,56000,HoReCa
TXN-0881,2024-08-08,Bali,Denpasar,Modern Trade,Sausage,Kimbo Beef Sausage 375g,20,30500,24000,610000,480000,130000,Retail
TXN-0882,2024-08-08,Bali,Singaraja,General Trade,Milk,Cimory Milk Vanilla 200ml,41,5500,5000,225500,205000,20500,Retail
TXN-0883,2024-08-09,Jakarta,Jakarta Barat,Distributor,Nugget,Contadina Crispy Nugget 250g,243,23000,19500,5589000,4738500,850500,Wholesale
TXN-0884,2024-08-09,Bali,Denpasar,Modern Trade,Yoghurt,Cimory Plain Yoghurt 400g,19,25000,21000,475000,399000,76000,Retail
TXN-0885,2024-08-09,Yogyakarta,Sleman,Distributor,Milk,Cimory Chocolate 200ml,185,6000,5000,1110000,925000,185000,Wholesale
TXN-0886,2024-08-09,East Java,Jember,Distributor,Sausage,Farmhouse Sausage 250g,114,28500,22000,3249000,2508000,741000,Wholesale
TXN-0887,2024-08-09,Sumatera,Banda Aceh,General Trade,Milk,Cimory Chocolate 200ml,46,5500,5000,253000,230000,23000,Retail
TXN-0888,2024-08-10,Banten,South Tangerang,General Trade,Nugget,Belfoods Royal Nugget 500g,16,47000,40000,752000,640000,112000,Retail
TXN-0889,2024-08-10,West Java,Bogor,General Trade,Sausage,Kimbo Beef Sausage 375g,31,36000,28000,1116000,868000,248000,Retail
TXN-0890,2024-08-10,Jakarta,Jakarta Utara,General Trade,Sausage,Kimbo Beef Sausage 375g,42,28500,23500,1197000,987000,210000,Retail
TXN-0891,2024-08-11,Central Java,Pekalongan,General Trade,Nugget,Fiesta Crispy Nugget 400g,24,36000,31500,864000,756000,108000,Retail
TXN-0892,2024-08-11,East Java,Surabaya,Distributor,Nugget,So Good Chicken Nugget 500g,52,48000,40500,2496000,2106000,390000,Wholesale
TXN-0893,2024-08-12,Central Java,Magelang,General Trade,Nugget,Fiesta Crispy Nugget 400g,33,42000,35500,1386000,1171500,214500,Retail
TXN-0894,2024-08-12,East Java,Blitar,General Trade,Sausage,So Good Chicken Sausage 375g,22,36000,29000,792000,638000,154000,Retail
TXN-0895,2024-08-12,Sumatera,Pekanbaru,General Trade,Milk,Cimory Milk Vanilla 200ml,12,5000,4500,60000,54000,6000,Retail
TXN-0896,2024-08-12,West Java,Bekasi,General Trade,Yoghurt,Cimory Plain Yoghurt 400g,30,21500,17500,645000,525000,120000,Retail
TXN-0897,2024-08-13,Central Java,Tegal,General Trade,Nugget,So Good Chicken Nugget 500g,39,51000,42000,1989000,1638000,351000,Retail
TXN-0898,2024-08-13,Central Java,Magelang,Modern Trade,Sausage,So Good Chicken Sausage 375g,72,31500,24500,2268000,1764000,504000,Retail
TXN-0899,2024-08-14,Central Java,Tegal,Modern Trade,Milk,Premium Whole Milk 1L,23,25500,22000,586500,506000,80500,HoReCa
TXN-0900,2024-08-14,West Java,Bogor,General Trade,Milk,Premium Whole Milk 1L,50,23000,20500,1150000,1025000,125000,Retail
TXN-0901,2024-08-14,Jakarta,Jakarta Selatan,Modern Trade,Cheese,Anchor Cheddar Block 500g,74,66000,47000,4884000,3478000,1406000,Retail
TXN-0902,2024-08-14,Sumatera,Padang,Modern Trade,Cheese,Kraft Cheddar Cheese 165g,47,28500,22500,1339500,1057500,282000,Retail
TXN-0903,2024-08-14,Jakarta,Jakarta Utara,Distributor,Yoghurt,Cimory Plain Yoghurt 400g,206,23000,19000,4738000,3914000,824000,Wholesale
TXN-0904,2024-08-15,Jakarta,Jakarta Barat,General Trade,Milk,Cimory Chocolate 200ml,34,6000,5500,204000,187000,17000,Retail
TXN-0905,2024-08-15,East Java,Jember,Modern Trade,Milk,Cimory Full Cream 1L,33,23000,20000,759000,660000,99000,Retail
TXN-0906,2024-08-16,Central Java,Semarang,General Trade,Sausage,Farmhouse Sausage 250g,13,27000,21000,351000,273000,78000,Retail
TXN-0907,2024-08-16,Central Java,Magelang,General Trade,Sausage,Bernardi Beef Sausage 500g,40,59500,46500,2380000,1860000,520000,Retail
TXN-0908,2024-08-16,West Java,Tasikmalaya,Distributor,Milk,Chocolate 1L,101,17000,14500,1717000,1464500,252500,Institution
TXN-0909,2024-08-16,Kalimantan,Samarinda,Modern Trade,Cheese,Laughing Cow Creamy 8pcs,47,19000,14000,893000,658000,235000,HoReCa
TXN-0910,2024-08-16,East Java,Malang,General Trade,Nugget,Fiesta Crispy Nugget 400g,13,38500,33500,500500,435500,65000,Retail
TXN-0911,2024-08-16,Central Java,Solo,Modern Trade,Sausage,Kimbo Beef Sausage 375g,60,28500,21500,1710000,1290000,420000,Retail
TXN-0912,2024-08-17,Sulawesi,Manado,Modern Trade,Milk,Chocolate 1L,42,19000,17000,798000,714000,84000,Retail
TXN-0913,2024-08-17,East Java,Surabaya,Modern Trade,Milk,Premium Whole Milk 1L,49,25500,22500,1249500,1102500,147000,Retail
TXN-0914,2024-08-17,Kalimantan,Pontianak,Modern Trade,Yoghurt,Cimory Yoghurt Drink 250ml,42,10500,8500,441000,357000,84000,Retail
TXN-0915,2024-08-17,Kalimantan,Pontianak,General Trade,Cheese,Prochiz Gold Slices 150g,36,25000,18000,900000,648000,252000,Retail
TXN-0916,2024-08-17,Jakarta,Jakarta Barat,Modern Trade,Cheese,Laughing Cow Creamy 8pcs,40,18500,13000,740000,520000,220000,HoReCa
TXN-0917,2024-08-17,Sumatera,Banda Aceh,Distributor,Nugget,Fiesta Crispy Nugget 400g,216,41000,36000,8856000,7776000,1080000,HoReCa
TXN-0918,2024-08-17,Banten,Serang,Modern Trade,Nugget,So Good Chicken Nugget 500g,70,48500,41000,3395000,2870000,525000,Retail
TXN-0919,2024-08-17,East Java,Malang,General Trade,Cheese,Kraft Cheddar Cheese 165g,32,28500,20500,912000,656000,256000,Retail
TXN-0920,2024-08-17,East Java,Surabaya,Distributor,Sausage,Bernardi Beef Sausage 500g,94,60000,45500,5640000,4277000,1363000,Wholesale
TXN-0921,2024-08-18,Sumatera,Pekanbaru,General Trade,Nugget,So Good Chicken Nugget 500g,36,51000,44000,1836000,1584000,252000,Retail
TXN-0922,2024-08-18,Central Java,Magelang,Modern Trade,Nugget,So Good Chicken Nugget 500g,55,43500,36000,2392500,1980000,412500,Retail
TXN-0923,2024-08-18,West Java,Bekasi,General Trade,Nugget,Champ Chicken Nugget 250g,31,26500,22000,821500,682000,139500,Wholesale
TXN-0924,2024-08-19,Banten,Tangerang,General Trade,Nugget,Fiesta Crispy Nugget 400g,13,44000,37500,572000,487500,84500,Wholesale
TXN-0925,2024-08-19,East Java,Blitar,General Trade,Milk,Chocolate 1L,8,21000,18000,168000,144000,24000,Retail
TXN-0926,2024-08-19,Kalimantan,Samarinda,Modern Trade,Sausage,Vida Beef Sausage 200g,62,22000,17000,1364000,1054000,310000,Retail
TXN-0927,2024-08-19,Sumatera,Pekanbaru,Distributor,Milk,Chocolate 1L,58,22000,18500,1276000,1073000,203000,Wholesale
TXN-0928,2024-08-19,Yogyakarta,Sleman,Modern Trade,Nugget,Contadina Crispy Nugget 250g,33,24000,21000,792000,693000,99000,Retail
TXN-0929,2024-08-20,Central Java,Solo,General Trade,Cheese,Anchor Cheddar Block 500g,10,78500,58500,785000,585000,200000,Retail
